"country","day","term","rank","repetitions"
"3961","South Africa","2024-06-16","South Africa vs Nepal",3,18
"3962","South Africa","2024-06-16","Spain vs Croatia",4,18
"3963","South Africa","2024-06-16","Poland vs Netherlands",5,18
"3964","South Africa","2024-06-17","Serbia vs England",1,27
"3965","South Africa","2024-06-17","Father's Day",2,27
"3966","South Africa","2024-06-17","House of the Dragon",3,27
"3967","South Africa","2024-06-17","Slovenia vs Denmark",4,27
"3968","South Africa","2024-06-17","Zuma",5,27
"3969","South Africa","2024-06-18","France vs Austria",1,27
"3970","South Africa","2024-06-18","Belgium vs Slovakia",2,27
"3971","South Africa","2024-06-18","IEC",3,27
"3972","South Africa","2024-06-18","France",4,27
"3973","South Africa","2024-06-18","Romania vs Ukraine",5,27
"3974","South Africa","2024-06-19","Portugal vs Czechia",1,27
"3975","South Africa","2024-06-19","South Africa vs United States",2,27
"3976","South Africa","2024-06-19","Cyril Ramaphosa",3,27
"3977","South Africa","2024-06-19","Turkey vs Georgia",4,27
"3978","South Africa","2024-06-19","West Indies vs Afghanistan",5,27
"3979","South Africa","2024-06-20","Germany vs Hungary",1,27
"3980","South Africa","2024-06-20","Croatia vs Albania",2,27
"3981","South Africa","2024-06-20","Scotland vs Switzerland",3,27
"3982","South Africa","2024-06-20","Russia Putin",4,27
"3983","South Africa","2024-06-20","Tshepo Motsepe",5,27
"3984","South Africa","2024-06-21","Spain vs Italy",1,27
"3985","South Africa","2024-06-21","Denmark vs England",2,27
"3986","South Africa","2024-06-21","South Africa vs England",3,27
"3987","South Africa","2024-06-21","Argentina vs Canada",4,27
"3988","South Africa","2024-06-21","Donald Sutherland",5,27
"3989","South Africa","2024-06-22","Springboks vs Wales",1,27
"3990","South Africa","2024-06-22","Netherlands vs France",2,27
"3991","South Africa","2024-06-22","Bulls vs Glasgow Warriors",3,27
"3992","South Africa","2024-06-22","Proteas",4,27
"3993","South Africa","2024-06-22","Poland vs Austria",5,27
"3994","South Africa","2024-06-23","Türkiye vs Portugal",1,27
"3995","South Africa","2024-06-23","Belgium vs Romania",2,27
"3996","South Africa","2024-06-23","India vs Bangladesh",3,27
"3997","South Africa","2024-06-23","Rugby",4,27
"3998","South Africa","2024-06-23","Georgia vs Czechia",5,27
"3999","South Africa","2024-06-24","Switzerland vs Germany",1,36
"4000","South Africa","2024-06-24","F1",2,36
"4001","South Africa","2024-06-24","United States vs England",3,36
"4002","South Africa","2024-06-24","Afghanistan vs Australia",4,36
"4003","South Africa","2024-06-24","Scotland vs Hungary",5,36
"4004","South Africa","2024-06-25","West Indies vs South Africa",1,36
"4005","South Africa","2024-06-25","India vs Australia",2,36
"4006","South Africa","2024-06-25","Croatia vs Italy",3,36
"4007","South Africa","2024-06-25","Albania vs Spain",4,36
"4008","South Africa","2024-06-25","Afghanistan vs Bangladesh",5,36
"4009","South Africa","2024-06-26","England vs Slovenia",1,36
"4010","South Africa","2024-06-26","France vs Poland",2,36
"4011","South Africa","2024-06-26","Netherlands vs Austria",3,36
"4012","South Africa","2024-06-26","Bafana Bafana",4,36
"4013","South Africa","2024-06-26","Brazil vs Costa Rica",5,36
"4014","South Africa","2024-06-27","Afghanistan vs South Africa",1,36
"4015","South Africa","2024-06-27","Georgia vs Portugal",2,36
"4016","South Africa","2024-06-27","Bafana Bafana",3,36
"4017","South Africa","2024-06-27","Chile vs Argentina",4,36
"4018","South Africa","2024-06-27","Ukraine vs Belgium",5,36
"4019","South Africa","2024-06-28","India vs England",1,36
"4020","South Africa","2024-06-28","President Cyril Ramaphosa",2,36
"4021","South Africa","2024-06-28","Bill Cobbs",3,36
"4022","South Africa","2024-06-28","Portugal",4,36
"4023","South Africa","2024-06-28","NBA Draft",5,36
"4024","South Korea","2024-06-03","밀양 여중생사건",1,16
"4025","South Korea","2024-06-03","여학생 조기 입학",2,16
"4026","South Korea","2024-06-03","안세영",3,16
"4027","South Korea","2024-06-03","최다니엘",4,16
"4028","South Korea","2024-06-03","종부세 폐지",5,16
"4029","South Korea","2024-06-04","포항 석유 가스",1,16
"4030","South Korea","2024-06-04","북한 대남 오물 풍선",2,16
"4031","South Korea","2024-06-04","송승헌",3,16
"4032","South Korea","2024-06-04","2024 6월 모의고사",4,16
"4033","South Korea","2024-06-04","현충일",5,16
"4034","South Korea","2024-06-05","NCT",2,16
"4035","South Korea","2024-06-05","로드나인",3,16
"4036","South Korea","2024-06-05","문지인",4,16
"4037","South Korea","2024-06-05","버크셔해서웨이",5,16
"4038","South Korea","2024-06-06","월드컵 예선",1,16
"4039","South Korea","2024-06-06","지드래곤",3,16
"4040","South Korea","2024-06-06","한공주",4,16
"4041","South Korea","2024-06-06","애콜라이트",5,16
"4042","South Korea","2024-06-07","배준호",1,16
"4043","South Korea","2024-06-07","전공의 사직서 수리",2,16
"4044","South Korea","2024-06-07","임성근",3,16
"4045","South Korea","2024-06-07","대한민국",4,16
"4046","South Korea","2024-06-07","원성준",5,16
"4047","South Korea","2024-06-08","훈련병 사망 워마드",1,16
"4048","South Korea","2024-06-08","욱일기 의사",2,16
"4049","South Korea","2024-06-08","심수봉",3,16
"4050","South Korea","2024-06-08","이화영",4,16
"4051","South Korea","2024-06-08","액트지오",5,16
"4052","South Korea","2024-06-09","날씨",1,16
"4053","South Korea","2024-06-09","로스트아크",2,16
"4054","South Korea","2024-06-09","나락보관소",3,16
"4055","South Korea","2024-06-09","손아섭",4,16
"4056","South Korea","2024-06-09","백일해",5,16
"4057","South Korea","2024-06-10","북한, 대남 오물풍선",1,32
"4058","South Korea","2024-06-10","로또1123회",2,32
"4059","South Korea","2024-06-10","카리나",3,32
"4060","South Korea","2024-06-10","정광석 촬영감독",4,32
"4061","South Korea","2024-06-10","허경영",5,32
"4062","South Korea","2024-06-11","축구",1,32
"4063","South Korea","2024-06-11","WWDC",2,32
"4064","South Korea","2024-06-11","간헐적 단식' 창시자",3,32
"4065","South Korea","2024-06-11","김여정",5,32
"4066","South Korea","2024-06-12","북한군 군사분계선 침범",1,32
"4067","South Korea","2024-06-12","임성근",2,32
"4068","South Korea","2024-06-12","고준희",3,32
"4069","South Korea","2024-06-12","임나영",4,32
"4070","South Korea","2024-06-12","박세리",5,32
"4071","South Korea","2024-06-13","한국",1,32
"4072","South Korea","2024-06-13","태국",2,32
"4073","South Korea","2024-06-13","북한군 군사분계선 침범",3,32
"4074","South Korea","2024-06-13","임성근",4,32
"4075","South Korea","2024-06-13","고준희",5,32
"4076","South Korea","2024-06-14","육군 훈련병 사망 중대장",1,32
"4077","South Korea","2024-06-14","테라 권도형",2,32
"4078","South Korea","2024-06-14","NBA",3,32
"4079","South Korea","2024-06-14","김미성",4,32
"4080","South Korea","2024-06-14","정문술 회장",5,32
"4081","South Korea","2024-06-15","디올 가방 원가",1,32
"4082","South Korea","2024-06-15","현대모비스 정몽구",2,32
"4083","South Korea","2024-06-15","쿠팡 과징금 로켓배송",3,32
"4084","South Korea","2024-06-15","이재명 재판 판사",4,32
"4085","South Korea","2024-06-15","BTS",5,32
"4086","South Korea","2024-06-16","로또1124",2,32
"4087","South Korea","2024-06-16","최은순",4,32
"4088","South Korea","2024-06-16","박세리",5,32
"4089","South Korea","2024-06-17","러브버그",1,48
"4090","South Korea","2024-06-17","견미리",2,48
"4091","South Korea","2024-06-17","낮과밤이다른그녀",3,48
"4092","South Korea","2024-06-17","최태원",4,48
"4093","South Korea","2024-06-17","스페인 크로아티아",5,48
"4094","South Korea","2024-06-18","덴마크 불닭볶음면 리콜",1,48
"4095","South Korea","2024-06-18","서울대병원 무기한 휴진",2,48
"4096","South Korea","2024-06-18","신윤복",3,48
"4097","South Korea","2024-06-18","이상민",4,48
"4098","South Korea","2024-06-18","장마 시작",5,48
"4099","South Korea","2024-06-19","노스트라다무스 예언",1,48
"4100","South Korea","2024-06-19","북한군 DMZ 지뢰",2,48
"4101","South Korea","2024-06-19","김레아",4,48
"4102","South Korea","2024-06-19","프랑스",5,48
"4103","South Korea","2024-06-20","러브버그 해충",1,48
"4104","South Korea","2024-06-20","태국 동성결혼",2,48
"4105","South Korea","2024-06-20","엔비디아",3,48
"4106","South Korea","2024-06-20","리그오브레전드",4,48
"4107","South Korea","2024-06-20","코리아컵",5,48
"4108","South Korea","2024-06-21","맥도날드 감자튀김 판매 중단",1,48
"4109","South Korea","2024-06-21","메이플스토리",2,48
"4110","South Korea","2024-06-21","말라리아",3,48
"4111","South Korea","2024-06-21","에오스블랙",4,48
"4112","South Korea","2024-06-21","러브버그 해충",5,48
"4113","South Korea","2024-06-22","국회 청문회 증인 선서 거부",1,48
"4114","South Korea","2024-06-22","엘든링 DLC",2,48
"4115","South Korea","2024-06-22","국민권익위원회 김건희",4,48
"4116","South Korea","2024-06-22","런쥔",5,48
"4117","South Korea","2024-06-23","로또1125",1,48
"4118","South Korea","2024-06-23","김여정",2,48
"4119","South Korea","2024-06-23","구성환",3,48
"4120","South Korea","2024-06-23","이영지",4,48
"4121","South Korea","2024-06-23","국회 청문회 증인 선서 거부",5,48
"4122","South Korea","2024-06-24","연기학원 대표",1,64
"4123","South Korea","2024-06-24","지코",2,64
"4124","South Korea","2024-06-24","김성은 결혼",3,64
"4125","South Korea","2024-06-24","UFC",4,64
"4126","South Korea","2024-06-24","김도영",5,64
"4127","South Korea","2024-06-25","화성 배터리 공장",1,64
"4128","South Korea","2024-06-25","71세 미스 유니버스",2,64
"4129","South Korea","2024-06-25","러브버그",3,64
"4130","South Korea","2024-06-25","오물 풍선 북한",4,64
"4131","South Korea","2024-06-25","맥도날드 감자튀김 판매 중단",5,64
"4132","South Korea","2024-06-26","한선월 사망",1,64
"4133","South Korea","2024-06-26","유상범",3,64
"4134","South Korea","2024-06-26","엔비디아 주가",4,64
"4135","South Korea","2024-06-26","육군 51사단 일병 사망",5,64
"4136","South Korea","2024-06-27","허웅",1,64
"4137","South Korea","2024-06-27","화성동탄경찰서 성범죄자",2,64
"4138","South Korea","2024-06-27","한국맥도날드 감자튀김",3,64
"4139","South Korea","2024-06-27","강선우",4,64
"4140","South Korea","2024-06-27","기아 롯데",5,64
"4141","South Korea","2024-06-28","교총 회장 편지",2,64
"4142","South Korea","2024-06-28","볼리비아",3,64
"4143","South Korea","2024-06-28","TOPIK",4,64
"4144","South Korea","2024-06-28","김희영",5,64
"4145","Sweden","2024-06-03","Djurgården Hammarby",1,21
"4146","Sweden","2024-06-03","UFC",2,21
"4147","Sweden","2024-06-03","AIK",3,21
"4148","Sweden","2024-06-03","Daniel Ståhl",4,21
"4149","Sweden","2024-06-03","AIK Häcken",5,21
"4150","Sweden","2024-06-04","Preikestolen",1,21
"4151","Sweden","2024-06-04","Sverige Irland",2,21
"4152","Sweden","2024-06-04","Bachelorette 2024",3,21
"4153","Sweden","2024-06-04","Bonde söker fru – Jorden runt",4,21
"4154","Sweden","2024-06-04","Strejk Vårdförbundet",5,21
"4155","Sweden","2024-06-05","Högskoleprovet",1,21
"4156","Sweden","2024-06-05","Kellie ann carmichael",2,21
"4157","Sweden","2024-06-05","Skövde IK",3,21
"4158","Sweden","2024-06-05","Johan Falk",4,21
"4159","Sweden","2024-06-05","England",5,21
"4160","Sweden","2024-06-06","C.Gambino",1,21
"4161","Sweden","2024-06-06","Sveriges nationaldag",2,21
"4162","Sweden","2024-06-06","Sverige Danmark",3,21
"4163","Sweden","2024-06-06","Nationaldagen 2024",4,21
"4164","Sweden","2024-06-06","The Acolyte",5,21
"4165","Sweden","2024-06-07","Michael Mosley",1,21
"4166","Sweden","2024-06-07","Rod Stewart",2,21
"4167","Sweden","2024-06-07","Göran fristorp",3,21
"4168","Sweden","2024-06-07","Kungen",4,21
"4169","Sweden","2024-06-07","Journey",5,21
"4170","Sweden","2024-06-08","Sverige Serbien",1,21
"4171","Sweden","2024-06-08","Daniel Ståhl",2,21
"4172","Sweden","2024-06-08","Mette Frederiksen",3,21
"4173","Sweden","2024-06-08","Jonas Sjöstedt",4,21
"4174","Sweden","2024-06-08","Linn Grant",5,21
"4175","Sweden","2024-06-09","Perseus Karlström",1,21
"4176","Sweden","2024-06-09","Alice Cooper",2,21
"4177","Sweden","2024-06-09","F1",3,21
"4178","Sweden","2024-06-09","EU-val 2024",4,21
"4179","Sweden","2024-06-09","Miljöpartiet",5,21
"4180","Sweden","2024-06-10","Michael Mosley",1,42
"4181","Sweden","2024-06-10","SD",2,42
"4182","Sweden","2024-06-10","ID",3,42
"4183","Sweden","2024-06-10","MP",4,42
"4184","Sweden","2024-06-10","Socialdemokraterna",5,42
"4185","Sweden","2024-06-11","David Lång",1,42
"4186","Sweden","2024-06-11","SVT",2,42
"4187","Sweden","2024-06-11","SVT Nyheter",3,42
"4188","Sweden","2024-06-11","Julia Henriksson",4,42
"4189","Sweden","2024-06-11","L'amour toujours",5,42
"4190","Sweden","2024-06-12","Allsång på Skansen 2024",1,42
"4191","Sweden","2024-06-12","Billie Eilish",2,42
"4192","Sweden","2024-06-12","Hunter Biden",3,42
"4193","Sweden","2024-06-12","Hugo Alnefelt",4,42
"4194","Sweden","2024-06-12","Matilda Djerf",5,42
"4195","Sweden","2024-06-13","Allsång på Skansen 2024",1,42
"4196","Sweden","2024-06-13","Billie Eilish",2,42
"4197","Sweden","2024-06-13","Hunter Biden",3,42
"4198","Sweden","2024-06-13","Hugo Alnefelt",4,42
"4199","Sweden","2024-06-13","Matilda Djerf",5,42
"4200","Sweden","2024-06-14","Ludvig Åberg",1,42
"4201","Sweden","2024-06-14","Dennis Lyxzén",3,42
"4202","Sweden","2024-06-14","US Open",4,42
"4203","Sweden","2024-06-14","Båstadtennis",5,42
"4204","Sweden","2024-06-15","Vätternrundan 2024",1,42
"4205","Sweden","2024-06-15","Euro 2024",2,42
"4206","Sweden","2024-06-15","Håkan Nesser",3,42
"4207","Sweden","2024-06-15","NMR",4,42
"4208","Sweden","2024-06-15","Superettan",5,42
"4209","Sweden","2024-06-16","Johan Floderus",1,42
"4210","Sweden","2024-06-16","Albanien",2,42
"4211","Sweden","2024-06-16","Spanien Kroatien",3,42
"4212","Sweden","2024-06-16","Golf US Open",4,42
"4213","Sweden","2024-06-16","Måns Zelmerlöw",5,42
"4214","Sweden","2024-06-17","England Serbien",1,63
"4215","Sweden","2024-06-17","Ozempic",2,63
"4216","Sweden","2024-06-17","Eid",3,63
"4217","Sweden","2024-06-17","Rory McIlroy",4,63
"4218","Sweden","2024-06-17","Allan Svensson",5,63
"4219","Sweden","2024-06-18","Mbappe",1,63
"4220","Sweden","2024-06-18","Midsommar",2,63
"4221","Sweden","2024-06-18","Lukaku",3,63
"4222","Sweden","2024-06-18","Martin Adam",4,63
"4223","Sweden","2024-06-18","Ngolo-kante",5,63
"4224","Sweden","2024-06-19","Ronaldo",1,63
"4225","Sweden","2024-06-19","Johan Floderus",2,63
"4226","Sweden","2024-06-19","Cristiano Ronaldo",3,63
"4227","Sweden","2024-06-19","Chat control",4,63
"4228","Sweden","2024-06-19","Putin",5,63
"4229","Sweden","2024-06-20","Kroatien Albanien",1,63
"4230","Sweden","2024-06-20","Shaqiri",2,63
"4231","Sweden","2024-06-20","Juneteenth",3,63
"4232","Sweden","2024-06-20","Glad Midsommar",4,63
"4233","Sweden","2024-06-20","Mikael Lustig",5,63
"4234","Sweden","2024-06-21","Donald Sutherland",1,63
"4235","Sweden","2024-06-21","Midsommar",2,63
"4236","Sweden","2024-06-21","Spanien Italien",3,63
"4237","Sweden","2024-06-21","Gerhard Aigner",4,63
"4238","Sweden","2024-06-21","Northvolt",5,63
"4239","Sweden","2024-06-22","Trigger Warning",1,63
"4240","Sweden","2024-06-22","Polen Österrike",2,63
"4241","Sweden","2024-06-22","Skansen",3,63
"4242","Sweden","2024-06-22","Memphis Depay",4,63
"4243","Sweden","2024-06-22","Eddie Meduza",5,63
"4244","Sweden","2024-06-23","Hampus Nessvold",1,63
"4245","Sweden","2024-06-23","Ronaldo",2,63
"4246","Sweden","2024-06-23","Portugal Turkiet",3,63
"4247","Sweden","2024-06-23","Belgien Rumänien",4,63
"4248","Sweden","2024-06-23","UFC",5,63
"4249","Sweden","2024-06-24","Dagestan",1,84
"4250","Sweden","2024-06-24","Schweiz",2,84
"4251","Sweden","2024-06-24","Thomas Brodie-Sangster",3,84
"4252","Sweden","2024-06-24","Skottland Ungern",4,84
"4253","Sweden","2024-06-24","Foolio",5,84
"4254","Sweden","2024-06-25","Modric",1,84
"4255","Sweden","2024-06-25","Ellen Krauss",2,84
"4256","Sweden","2024-06-25","Allsång på Skansen",3,84
"4257","Sweden","2024-06-25","Varga",4,84
"4258","Sweden","2024-06-25","Albanien Spanien",5,84
"4259","Sweden","2024-06-26","Molly Hammar",1,84
"4260","Sweden","2024-06-26","Julian Assange",2,84
"4261","Sweden","2024-06-26","Birgitta Ohlsson",3,84
"4262","Sweden","2024-06-26","Danmark Serbien",4,84
"4263","Sweden","2024-06-26","Nederländerna mot Österrike",5,84
"4264","Sweden","2024-06-27","Portugal",1,84
"4265","Sweden","2024-06-27","Bolivia",2,84
"4266","Sweden","2024-06-27","Phil Foden",3,84
"4267","Sweden","2024-06-27","Riksbanken räntebesked",4,84
"4268","Sweden","2024-06-27","Mark Rutte",5,84
"4269","Sweden","2024-06-28","IAC",1,84
"4270","Sweden","2024-06-28","Bobi Klintman",2,84
"4271","Sweden","2024-06-28","Dick Axelsson",3,84
"4272","Sweden","2024-06-28","Daniel hellden",4,84
"4273","Sweden","2024-06-28","Dexter",5,84
"4274","Switzerland","2024-06-03","Fête des pères",1,26
"4275","Switzerland","2024-06-03","Servette FC",2,26
"4276","Switzerland","2024-06-03","Moutet",3,26
"4277","Switzerland","2024-06-03","Ruth Maria Kubitschek",4,26
"4278","Switzerland","2024-06-03","Claudia Sheinbaum",5,26
"4279","Switzerland","2024-06-04","Djokovic",1,26
"4280","Switzerland","2024-06-04","FTI",2,26
"4281","Switzerland","2024-06-04","Deutschland - Ukraine",3,26
"4282","Switzerland","2024-06-04","Schweiz Estland",4,26
"4283","Switzerland","2024-06-04","Alex De Minaur",5,26
"4284","Switzerland","2024-06-05","ChatGPT",1,26
"4285","Switzerland","2024-06-05","Erdbeben Schweiz",2,26
"4286","Switzerland","2024-06-05","Schweizer Nati",3,26
"4287","Switzerland","2024-06-05","Mbappe",4,26
"4288","Switzerland","2024-06-05","Zverev",5,26
"4289","Switzerland","2024-06-06","Rybakina",1,26
"4290","Switzerland","2024-06-06","Sinner",2,26
"4291","Switzerland","2024-06-06","Sabalenka",3,26
"4292","Switzerland","2024-06-06","Swiatek",4,26
"4293","Switzerland","2024-06-06","D-Day",5,26
"4294","Switzerland","2024-06-07","Jeanne Córdova",1,26
"4295","Switzerland","2024-06-07","Sinner Alcaraz",2,26
"4296","Switzerland","2024-06-07","Alcaraz",3,26
"4297","Switzerland","2024-06-07","Nvidia-Aktie",4,26
"4298","Switzerland","2024-06-07","Steiner AG",5,26
"4299","Switzerland","2024-06-08","Schweiz Österreich",1,26
"4300","Switzerland","2024-06-08","Deutschland Griechenland",2,26
"4301","Switzerland","2024-06-08","Swiatek",3,26
"4302","Switzerland","2024-06-08","Paolini tennis",4,26
"4303","Switzerland","2024-06-08","Casper Ruud",5,26
"4304","Switzerland","2024-06-09","Zverev",1,26
"4305","Switzerland","2024-06-09","Swiatek",2,26
"4306","Switzerland","2024-06-09","F1",3,26
"4307","Switzerland","2024-06-09","Abstimmung",4,26
"4308","Switzerland","2024-06-09","F1 Canada",5,26
"4309","Switzerland","2024-06-10","Macron",1,52
"4310","Switzerland","2024-06-10","Votation 9 juin",2,52
"4311","Switzerland","2024-06-10","Elections européennes 2024",3,52
"4312","Switzerland","2024-06-10","Europawahl",4,52
"4313","Switzerland","2024-06-10","Tour de Suisse 2024",5,52
"4314","Switzerland","2024-06-11","Apple",1,52
"4315","Switzerland","2024-06-11","Timothe Mumenthaler",2,52
"4316","Switzerland","2024-06-11","Nvidia-Aktie",3,52
"4317","Switzerland","2024-06-11","Stromausfall Basel",4,52
"4318","Switzerland","2024-06-11","Bürgenstock",5,52
"4319","Switzerland","2024-06-12","Hunter Biden",1,52
"4320","Switzerland","2024-06-12","Eric Ciotti",2,52
"4321","Switzerland","2024-06-12","Hitzewelle Griechenland",3,52
"4322","Switzerland","2024-06-12","Olivia Rodrigo",4,52
"4323","Switzerland","2024-06-12","Guillaume Meurice",5,52
"4324","Switzerland","2024-06-13","Hunter Biden",1,52
"4325","Switzerland","2024-06-13","Eric Ciotti",2,52
"4326","Switzerland","2024-06-13","Hitzewelle Griechenland",3,52
"4327","Switzerland","2024-06-13","Olivia Rodrigo",4,52
"4328","Switzerland","2024-06-13","Guillaume Meurice",5,52
"4329","Switzerland","2024-06-14","Deutschland Schottland",1,52
"4330","Switzerland","2024-06-14","Nussbaumen",2,52
"4331","Switzerland","2024-06-14","Frauenstreik 2024",3,52
"4332","Switzerland","2024-06-14","Flowbank",4,52
"4333","Switzerland","2024-06-14","Lobalu",5,52
"4334","Switzerland","2024-06-15","Schweiz Ungarn",1,52
"4335","Switzerland","2024-06-15","EM",2,52
"4336","Switzerland","2024-06-15","UEFA EURO 2024",3,52
"4337","Switzerland","2024-06-15","Italien Albanien",4,52
"4338","Switzerland","2024-06-15","Euro 2024",5,52
"4339","Switzerland","2024-06-16","Italie-Albanie",1,52
"4340","Switzerland","2024-06-16","Espagne Croatie",2,52
"4341","Switzerland","2024-06-16","Trooping the Colour 2024",3,52
"4342","Switzerland","2024-06-16","RTS",4,52
"4343","Switzerland","2024-06-16","Schweiz",5,52
"4344","Switzerland","2024-06-17","Slowenien - Dänemark",1,78
"4345","Switzerland","2024-06-17","Bellingham",2,78
"4346","Switzerland","2024-06-17","Polen Niederlande",3,78
"4347","Switzerland","2024-06-17","Stromausfall Bern",4,78
"4348","Switzerland","2024-06-17","Kinderfest St.Gallen",5,78
"4349","Switzerland","2024-06-18","Mbappe",1,78
"4350","Switzerland","2024-06-18","Türkei Georgien",2,78
"4351","Switzerland","2024-06-18","Frankreich Österreich",3,78
"4352","Switzerland","2024-06-18","Rumänien Ukraine",4,78
"4353","Switzerland","2024-06-18","Griezmann",5,78
"4354","Switzerland","2024-06-19","Ronaldo",1,78
"4355","Switzerland","2024-06-19","Deutschland Ungarn",2,78
"4356","Switzerland","2024-06-19","Suisse Ecosse",3,78
"4357","Switzerland","2024-06-19","Portugal Tschechien",4,78
"4358","Switzerland","2024-06-19","Anouk Aimée",5,78
"4359","Switzerland","2024-06-20","Schweiz Schottland",1,78
"4360","Switzerland","2024-06-20","Albanien Kroatien",2,78
"4361","Switzerland","2024-06-20","SRF Sport",3,78
"4362","Switzerland","2024-06-20","Albanie Croatie",4,78
"4363","Switzerland","2024-06-20","Allemagne-Hongrie",5,78
"4364","Switzerland","2024-06-21","Espagne Italie",1,78
"4365","Switzerland","2024-06-21","Donald Sutherland",2,78
"4366","Switzerland","2024-06-21","Serbien Slowenien EM",3,78
"4367","Switzerland","2024-06-21","Calafiori",4,78
"4368","Switzerland","2024-06-21","England Dänemark",5,78
"4369","Switzerland","2024-06-22","France Pays-Bas",1,78
"4370","Switzerland","2024-06-22","Zermatt",2,78
"4371","Switzerland","2024-06-22","Frankreich Niederlande",3,78
"4372","Switzerland","2024-06-22","Portugal Türkei",4,78
"4373","Switzerland","2024-06-22","Lewandowski",5,78
"4374","Switzerland","2024-06-23","Ndoye",1,78
"4375","Switzerland","2024-06-23","Lostallo",2,78
"4376","Switzerland","2024-06-23","Portugal Turquie",3,78
"4377","Switzerland","2024-06-23","Schwingen Schwarzsee",4,78
"4378","Switzerland","2024-06-23","Portugal Türkei",5,78
"4379","Switzerland","2024-06-24","Schweiz Deutschland EM",1,104
"4380","Switzerland","2024-06-24","Suisse - Allemagne",2,104
"4381","Switzerland","2024-06-24","Barnabas Varga",3,104
"4382","Switzerland","2024-06-24","Ndoye",4,104
"4383","Switzerland","2024-06-24","Albanien Spanien",5,104
"4384","Switzerland","2024-06-25","Italien Kroatien",1,104
"4385","Switzerland","2024-06-25","Modric",2,104
"4386","Switzerland","2024-06-25","Spanien Albanien",3,104
"4387","Switzerland","2024-06-25","France-Pologne",4,104
"4388","Switzerland","2024-06-25","Espagne Albanie",5,104
"4389","Switzerland","2024-06-26","France Pologne",1,104
"4390","Switzerland","2024-06-26","Julian Assange",2,104
"4391","Switzerland","2024-06-26","Niederlande – Österreich",3,104
"4392","Switzerland","2024-06-26","England Slowenien",4,104
"4393","Switzerland","2024-06-26","Frankreich Polen",5,104
"4394","Switzerland","2024-06-27","Georgie",1,104
"4395","Switzerland","2024-06-27","Türkei Tschechien",2,104
"4396","Switzerland","2024-06-27","Georgien Portugal",3,104
"4397","Switzerland","2024-06-27","Vermisster Arian tot",4,104
"4398","Switzerland","2024-06-27","Martin Schlegel",5,104
"4399","Switzerland","2024-06-28","Erdbeben Schweiz",1,104
"4400","Switzerland","2024-06-28","Sophia Thiel",2,104
"4401","Switzerland","2024-06-28","Brand Lenzburg",3,104
"4402","Switzerland","2024-06-28","Biden-Trump debate",4,104
"4403","Switzerland","2024-06-28","LeBron James",5,104
"4404","Taiwan","2024-06-03","NVIDIA",1,6
"4405","Taiwan","2024-06-03","COMPUTEX",2,6
"4406","Taiwan","2024-06-03","蘇姿丰",3,6
"4407","Taiwan","2024-06-03","水庫",4,6
"4408","Taiwan","2024-06-03","孫鵬",5,6
"4409","Taiwan","2024-06-04","潮境公園",1,6
"4410","Taiwan","2024-06-04","波克夏股價",2,6
"4411","Taiwan","2024-06-04","仁寶",3,6
"4412","Taiwan","2024-06-04","日本地震",4,6
"4413","Taiwan","2024-06-04","新北國王",5,6
"4414","Taiwan","2024-06-05","64天安門事件",2,6
"4415","Taiwan","2024-06-05","地震",3,6
"4416","Taiwan","2024-06-05","會考",4,6
"4417","Taiwan","2024-06-05","再生醫療法",5,6
"4418","Taiwan","2024-06-06","梁見後",1,6
"4419","Taiwan","2024-06-06","泫雅",2,6
"4420","Taiwan","2024-06-06","克洛琳德",3,6
"4421","Taiwan","2024-06-06","郭智輝",4,6
"4422","Taiwan","2024-06-06","廖偉翔",5,6
"4423","Taiwan","2024-06-07","蔡阿嘎",1,6
"4424","Taiwan","2024-06-07","會考成績查詢",2,6
"4425","Taiwan","2024-06-07","台積電",3,6
"4426","Taiwan","2024-06-07","邊佑錫",4,6
"4427","Taiwan","2024-06-07","顧立雄",5,6
"4428","Taiwan","2024-06-08","RSV",1,6
"4429","Taiwan","2024-06-08","名校的階梯",2,6
"4430","Taiwan","2024-06-08","獨行俠塞爾提克",3,6
"4431","Taiwan","2024-06-08","松岡茉優",4,6
"4432","Taiwan","2024-06-08","非農就業數據",5,6
"4433","Taiwan","2024-06-09","蘇姿丰",1,6
"4434","Taiwan","2024-06-09","TANK",2,6
"4435","Taiwan","2024-06-09","莊春仁",3,6
"4436","Taiwan","2024-06-09","山本由伸",4,6
"4437","Taiwan","2024-06-09","Bodycam",5,6
"4438","Taiwan","2024-06-10","午時水",1,12
"4439","Taiwan","2024-06-10","玫瑰的故事",2,12
"4440","Taiwan","2024-06-10","張書偉",3,12
"4441","Taiwan","2024-06-10","食人菌",4,12
"4442","Taiwan","2024-06-10","F1",5,12
"4443","Taiwan","2024-06-11","端午節",1,12
"4444","Taiwan","2024-06-11","Apple",2,12
"4445","Taiwan","2024-06-11","邱丹",3,12
"4446","Taiwan","2024-06-11","SRF發電廠",4,12
"4447","Taiwan","2024-06-11","獨行俠",5,12
"4448","Taiwan","2024-06-12","iOS18",1,12
"4449","Taiwan","2024-06-12","陽明",2,12
"4450","Taiwan","2024-06-12","吳東進",3,12
"4451","Taiwan","2024-06-12","馬拉威",5,12
"4452","Taiwan","2024-06-13","陳聖平",1,12
"4453","Taiwan","2024-06-13","RSV",2,12
"4454","Taiwan","2024-06-13","iOS18",3,12
